nome,squadra,ruolo,eta,presenze,minuti,gol,assist,xG,xA,gialli,rossi,quotazione_ufficiale,correttivo_statistico,valore_finale,analizzato,note_match,fattore_affidabilita,note_fbref,valore_v4,voto_medio_2025_26,valore_moneyball,note_moneyball
Lautaro Martínez,Inter,A,27,30,2159,17,6,17.14,6.29,4,0,88,1.261,111,True,"match su cognome+squadra, spareggiato su non-portiere",1.025,"nome completo -- titolarita' 90%, minuti giocati 63% del possibile",114,7.08,102,"nome completo -- 30 presenze, voto 7.08, baseline A 6.67"
Donyell Malen,Roma,A,26,18,1467,14,2,15.2,1.55,1,0,84,1.164,98,True,match su cognome+squadra,1.014,"nome completo -- titolarita' 100%, minuti giocati 43% del possibile",99,7.24,82,"cognome univoco -- 18 presenze, voto 7.24, baseline A 6.67"
Rasmus Højlund,Napoli,A,22,33,2750,12,5,13.31,3.27,1,0,78,1.165,91,True,match su cognome+squadra,1.051,"nome completo -- titolarita' 97%, minuti giocati 80% del possibile",96,6.57,56,"cognome univoco -- 33 presenze, voto 6.57, baseline A 6.67"
Marcus Thuram,Inter,A,27,29,1900,13,6,11.9,4.47,2,0,74,1.171,87,True,match su cognome+squadra,1.009,"nome completo -- titolarita' 83%, minuti giocati 56% del possibile",88,,88,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Kenan Yıldız,Juventus,A,20,36,2825,10,6,8.63,10.82,2,0,70,1.141,80,True,match su cognome+squadra,1.048,"nome completo -- titolarita' 92%, minuti giocati 83% del possibile",84,7.39,92,"cognome univoco -- 36 presenze, voto 7.39, baseline A 6.67"
Ramos,Milan,A,,,,,,,,,,78,1.0,78,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,78,,78,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Anastasios Douvikas,Como,A,25,38,2273,14,1,15.17,2.24,0,0,65,1.167,76,True,match su cognome+squadra,1.002,"nome completo -- titolarita' 66%, minuti giocati 66% del possibile",76,6.84,75,"cognome univoco -- 38 presenze, voto 6.84, baseline A 6.67"
Kolo Muani,Juventus,A,,,,,,,,,,76,1.0,76,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,76,,76,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Rafael Leão,Milan,A,26,29,1851,9,3,9.6,4.98,5,0,65,1.086,71,True,match su cognome+squadra,1.004,"nome completo -- titolarita' 79%, minuti giocati 54% del possibile",71,6.92,53,"nome completo -- 29 presenze, voto 6.92, baseline A 6.67"
Moise Kean,Fiorentina,A,25,26,2036,8,1,15.38,0.06,4,0,64,1.08,69,True,match su cognome+squadra,1.019,"nome completo -- titolarita' 88%, minuti giocati 60% del possibile",70,6.68,35,"nome completo -- 26 presenze, voto 6.68, baseline A 6.67"
Keinan Davis,Udinese,A,27,30,2065,10,4,9.89,4.33,5,0,61,1.108,68,True,match su cognome+squadra,1.022,"nome completo -- titolarita' 90%, minuti giocati 60% del possibile",69,7.01,63,"cognome univoco -- 30 presenze, voto 7.01, baseline A 6.67"
Nikola Krstović,Atalanta,A,25,33,1791,10,5,15.67,3.23,4,0,56,1.14,64,True,match su cognome+squadra,0.975,"nome completo -- titolarita' 55%, minuti giocati 52% del possibile",62,6.68,50,"cognome univoco -- 33 presenze, voto 6.68, baseline A 6.67"
Gianluca Scamacca,Atalanta,A,26,24,1315,10,1,8.87,1.36,2,0,60,1.066,64,True,match su cognome+squadra,0.973,"nome completo -- titolarita' 67%, minuti giocati 38% del possibile",62,6.69,46,"nome completo -- 24 presenze, voto 6.69, baseline A 6.67"
Giovanni Simeone,Torino,A,30,32,2230,11,0,11.18,1.86,1,0,57,1.097,63,True,match su cognome+squadra,1.021,"nome completo -- titolarita' 84%, minuti giocati 65% del possibile",64,6.76,54,"nome completo -- 32 presenze, voto 6.76, baseline A 6.67"
Santiago Castro,Roma,A,20,35,2359,7,2,8.3,2.73,3,0,57,1.044,60,True,"match su cognome (squadra diversa, trasferimento presunto)",1.014,"nome completo -- titolarita' 74%, minuti giocati 69% del possibile",61,6.72,35,"cognome univoco -- 35 presenze, voto 6.72, baseline A 6.67"
Andrea Pinamonti,Sassuolo,A,26,36,2552,9,3,11.53,1.78,2,1,54,1.091,59,True,match su cognome+squadra,1.036,"nome completo -- titolarita' 89%, minuti giocati 75% del possibile",61,6.55,36,"nome completo -- 36 presenze, voto 6.55, baseline A 6.67"
Matías Soulé,Roma,A,22,33,2139,6,5,4.68,4.46,1,0,56,1.035,58,True,match su cognome+squadra,1.019,"nome completo -- titolarita' 85%, minuti giocati 62% del possibile",59,7.1,56,"nome completo -- 33 presenze, voto 7.10, baseline A 6.67"
Jonathan David,Juventus,A,25,35,1781,6,4,11.46,4.23,0,0,50,1.061,53,True,match su cognome+squadra,0.978,"nome completo -- titolarita' 57%, minuti giocati 52% del possibile",52,,52,nessun ricalcolo (cognome ambiguo (4 candidati)) -- resta il valore v4
Mateo Pellegrino,Fiorentina,A,24,37,2984,9,1,9.91,2.14,5,0,48,1.078,52,True,"match su cognome (squadra diversa, trasferimento presunto)",1.053,"nome completo -- titolarita' 92%, minuti giocati 87% del possibile",55,6.72,41,"nome completo -- 37 presenze, voto 6.72, baseline A 6.67"
Domenico Berardi,Sassuolo,A,30,26,1958,8,4,6.78,5.06,2,1,48,1.061,51,True,match su cognome+squadra,1.021,"nome completo -- titolarita' 92%, minuti giocati 57% del possibile",52,7.02,53,"nome completo -- 26 presenze, voto 7.02, baseline A 6.67"
Christopher Nkunku,Milan,A,27,32,1356,7,3,9.94,1.61,0,0,49,1.047,51,True,match su cognome+squadra,0.953,"nome completo -- titolarita' 47%, minuti giocati 40% del possibile",49,6.68,37,"cognome univoco -- 32 presenze, voto 6.68, baseline A 6.67"
Ché Adams,Torino,A,29,33,1893,6,2,6.61,3.21,0,0,50,1.018,51,True,match su cognome+squadra,0.982,"nome completo -- titolarita' 58%, minuti giocati 55% del possibile",50,6.71,32,"cognome univoco -- 33 presenze, voto 6.71, baseline A 6.67"
Armand Laurienté,Sassuolo,A,26,38,2592,7,9,4.39,8.51,4,0,46,1.088,50,True,match su cognome+squadra,1.035,"nome completo -- titolarita' 87%, minuti giocati 76% del possibile",52,6.99,61,"nome completo -- 38 presenze, voto 6.99, baseline A 6.67"
Paulo Dybala,Roma,A,31,22,1354,2,6,6.29,6.36,0,0,50,0.994,50,True,match su cognome+squadra,0.976,"nome completo -- titolarita' 68%, minuti giocati 40% del possibile",49,6.9,26,"nome completo -- 22 presenze, voto 6.90, baseline A 6.67"
Sebastiano Esposito,Cagliari,A,23,36,2675,7,5,5.74,5.58,6,0,40,1.061,42,True,match su cognome+squadra,1.046,"nome completo -- titolarita' 94%, minuti giocati 78% del possibile",44,,44,nessun ricalcolo (cognome ambiguo (3 candidati)) -- resta il valore v4
Francesco Esposito,Inter,A,20,35,1571,7,3,9.86,2.06,1,0,40,1.05,42,True,match su cognome+squadra,0.956,"nome completo -- titolarita' 43%, minuti giocati 46% del possibile",40,,40,nessun ricalcolo (cognome ambiguo (3 candidati)) -- resta il valore v4
Duván Zapata,Torino,A,34,28,1103,3,1,4.4,2.68,0,0,43,0.95,41,True,match su cognome+squadra,0.937,"nome completo -- titolarita' 39%, minuti giocati 32% del possibile",38,6.61,12,"nome completo -- 28 presenze, voto 6.61, baseline A 6.67"
David Neres,Napoli,A,28,16,922,3,3,1.48,3.79,3,0,42,0.947,40,True,match su cognome+squadra,0.956,"nome completo -- titolarita' 62%, minuti giocati 27% del possibile",38,7.03,25,"nome completo -- 16 presenze, voto 7.03, baseline A 6.67"
Jesus Rodríguez,Como,A,19,31,1731,2,9,3.92,6.97,3,1,40,1.0,40,True,match su cognome+squadra,0.977,"nome completo -- titolarita' 58%, minuti giocati 51% del possibile",39,6.86,28,"nome completo -- 31 presenze, voto 6.86, baseline A 6.67"
Charles De Ketelaere,Atalanta,A,24,31,2177,3,5,4.55,10.65,4,0,40,1.011,40,True,match su cognome+squadra,1.019,"nome completo -- titolarita' 84%, minuti giocati 64% del possibile",41,7.25,45,"nome completo -- 31 presenze, voto 7.25, baseline A 6.67"
Jonathan Rowe,Bologna,A,22,28,1605,3,2,4.98,2.7,2,0,40,0.965,39,True,match su cognome+squadra,0.976,"nome completo -- titolarita' 61%, minuti giocati 47% del possibile",38,6.8,21,"cognome univoco -- 28 presenze, voto 6.80, baseline A 6.67"
Giacomo Raspadori,Atalanta,A,25,13,796,3,1,3.49,1.2,0,0,42,0.937,39,True,match su cognome+squadra,0.943,"nome completo -- titolarita' 54%, minuti giocati 23% del possibile",37,6.82,18,"nome completo -- 13 presenze, voto 6.82, baseline A 6.67"
Colombo,Genoa,A,,,,,,,,,,36,1.0,36,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,36,,36,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Jeremie Boga,Juventus,A,28,15,679,4,0,4.13,1.67,1,0,36,0.947,34,True,match su cognome+squadra,0.925,"nome completo -- titolarita' 40%, minuti giocati 20% del possibile",31,7.06,26,"nome completo -- 15 presenze, voto 7.06, baseline A 6.67"
Alajbegovic,Juventus,A,,,,,,,,,,33,1.0,33,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,33,,33,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Ange-Yoan Bonny,Inter,A,21,33,1142,5,4,4.58,2.67,1,0,32,0.997,32,True,match su cognome+squadra,0.929,"nome completo -- titolarita' 30%, minuti giocati 33% del possibile",30,6.76,32,"cognome univoco -- 33 presenze, voto 6.76, baseline A 6.67"
Noa Lang,Napoli,A,26,18,666,1,2,1.37,1.97,2,0,35,0.906,32,True,match su cognome+squadra,0.923,"nome completo -- titolarita' 39%, minuti giocati 20% del possibile",30,6.96,14,"cognome univoco -- 18 presenze, voto 6.96, baseline A 6.67"
Banda,Lecce,A,,,,,,,,,,32,1.0,32,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,32,,32,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Romelu Lukaku,Napoli,A,32,5,44,1,0,0.59,0.21,1,0,35,0.877,31,True,match su cognome+squadra,0.861,"nome completo -- titolarita' 0%, minuti giocati 1% del possibile",27,6.63,3,"nome completo -- 5 presenze, voto 6.63, baseline A 6.67"
Vítinha,Genoa,A,,,,,,,,,,31,1.0,31,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nome completo,31,,31,"nessun ricalcolo (nome completo, 0 presenze 2025-26) -- resta il valore v4"
Chivu,Inter,A,,,,,,,,,,30,1.0,30,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,30,,30,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Stulic,Lecce,A,,,,,,,,,,29,1.0,29,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,29,,29,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Assane Diao,Como,A,19,17,1075,2,1,3.18,1.68,2,0,30,0.927,28,True,match su cognome+squadra,0.976,"nome completo -- titolarita' 76%, minuti giocati 31% del possibile",27,6.76,11,"nome completo -- 17 presenze, voto 6.76, baseline A 6.67"
Nicolò Cambiaghi,Bologna,A,24,28,1518,3,4,2.92,3.03,3,1,28,0.962,27,True,match su cognome+squadra,0.973,"nome completo -- titolarita' 61%, minuti giocati 44% del possibile",26,6.94,27,"cognome univoco -- 28 presenze, voto 6.94, baseline A 6.67"
Gustav Isaksen,Lazio,A,24,30,1593,5,1,5.41,0.88,0,0,26,0.983,26,True,match su cognome+squadra,0.975,"nome completo -- titolarita' 60%, minuti giocati 47% del possibile",25,6.8,30,"cognome univoco -- 30 presenze, voto 6.80, baseline A 6.67"
Allegri,Napoli,A,,,,,,,,,,26,1.0,26,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,26,,26,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Gasperini,Roma,A,,,,,,,,,,26,1.0,26,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,26,,26,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Roberto Piccoli,Bologna,A,24,32,1672,4,1,6.83,1.59,1,0,26,0.979,25,True,"match su cognome (squadra diversa, trasferimento presunto)",0.967,"nome completo -- titolarita' 50%, minuti giocati 49% del possibile",24,6.49,10,"cognome univoco -- 32 presenze, voto 6.49, baseline A 6.67"
Lorenzo Lucca,Napoli,A,24,16,408,1,0,1.91,0.66,1,0,28,0.89,25,True,match su cognome+squadra,0.9,"nome completo -- titolarita' 25%, minuti giocati 12% del possibile",22,6.58,2,"cognome univoco -- 16 presenze, voto 6.58, baseline A 6.67"
Bowie,Sassuolo,A,,,,,,,,,,25,1.0,25,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),25,,25,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Ghedjemis,Frosinone,A,,,,,,,,,,25,1.0,25,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,25,,25,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Fabregas,Como,A,,,,,,,,,,25,1.0,25,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,25,,25,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Adorante,Venezia,A,,,,,,,,,,24,1.0,24,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,24,,24,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Yeboah,Venezia,A,,,,,,,,,,24,1.0,24,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,24,,24,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Spalletti,Juventus,A,,,,,,,,,,24,1.0,24,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,24,,24,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Gennaro Borrelli,Cagliari,A,25,27,1275,5,1,4.58,0.87,4,0,24,0.973,23,True,match su cognome+squadra,0.952,"nome completo -- titolarita' 48%, minuti giocati 37% del possibile",22,6.76,25,"cognome univoco -- 27 presenze, voto 6.76, baseline A 6.67"
Raimondo,Frosinone,A,,,,,,,,,,23,1.0,23,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,23,,23,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Sulemana,Atalanta,A,,,,,,,,,,23,1.0,23,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome ambiguo (4 candidati),23,,23,nessun ricalcolo (cognome ambiguo (4 candidati)) -- resta il valore v4
Amorim,Milan,A,,,,,,,,,,23,1.0,23,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nome completo,23,,23,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Tijjani Noslin,Lazio,A,26,29,1148,4,2,4.32,2.39,6,1,23,0.962,22,True,match su cognome+squadra,0.93,"nome completo -- titolarita' 31%, minuti giocati 34% del possibile",20,6.77,19,"cognome univoco -- 29 presenze, voto 6.77, baseline A 6.67"
Thijs Dallinga,Bologna,A,24,23,811,2,2,3.89,0.72,2,0,24,0.932,22,True,match su cognome+squadra,0.928,"nome completo -- titolarita' 39%, minuti giocati 24% del possibile",20,6.5,5,"cognome univoco -- 23 presenze, voto 6.50, baseline A 6.67"
Patrick Cutrone,Monza,A,27,15,888,1,0,3.27,0.66,0,0,24,0.903,22,True,"match su cognome (squadra diversa, trasferimento presunto)",1.0,cognome ambiguo (2 candidati),22,,22,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Giovane,Napoli,A,21,12,338,0,1,0.56,0.2,0,0,25,0.873,22,True,match su cognome+squadra,0.889,"cognome + squadra -- titolarita' 17%, minuti giocati 10% del possibile",20,,20,nessun ricalcolo (nome ambiguo (2 omonimi)) -- resta il valore v4
Loïs Openda,Juventus,A,25,24,666,1,0,3.65,0.6,0,0,23,0.902,21,True,match su cognome+squadra,0.908,"nome completo -- titolarita' 25%, minuti giocati 20% del possibile",19,6.51,1,"cognome univoco -- 24 presenze, voto 6.51, baseline A 6.67"
Andrea Belotti,Cagliari,A,31,8,221,2,0,2.31,0.04,0,0,23,0.902,21,True,match su cognome+squadra,0.907,"nome completo -- titolarita' 38%, minuti giocati 6% del possibile",19,,19,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Havel,Genoa,A,,,,,,,,,,21,1.0,21,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,21,,21,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Sarri,Atalanta,A,,,,,,,,,,21,1.0,21,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,21,,21,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Santiago Giménez,Milan,A,24,16,892,0,1,3.79,0.55,2,0,22,0.899,20,True,match su cognome+squadra,0.962,"nome completo -- titolarita' 69%, minuti giocati 26% del possibile",19,6.49,1,"cognome univoco -- 16 presenze, voto 6.49, baseline A 6.67"
Nesta Elphege,Parma,A,24,9,309,2,1,2.35,0.36,0,0,22,0.91,20,True,match su cognome+squadra,0.894,"nome completo -- titolarita' 22%, minuti giocati 9% del possibile",18,6.83,13,"cognome univoco -- 9 presenze, voto 6.83, baseline A 6.67"
Ekhator,Juventus,A,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),20,,20,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Petagna,Monza,A,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,20,,20,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Matteo Cancellieri,Lazio,A,23,30,1725,4,2,5.22,1.92,6,0,19,0.978,19,True,match su cognome+squadra,0.99,"nome completo -- titolarita' 70%, minuti giocati 50% del possibile",19,6.87,26,"nome completo -- 30 presenze, voto 6.87, baseline A 6.67"
Adam Buksa,Udinese,A,29,25,922,3,0,2.78,1,3,0,20,0.926,19,True,match su cognome+squadra,0.915,"nome completo -- titolarita' 24%, minuti giocati 27% del possibile",17,6.67,11,"cognome univoco -- 25 presenze, voto 6.67, baseline A 6.67"
Boulaye Dia,Lazio,A,28,27,1253,1,2,2.7,1.71,1,0,21,0.919,19,True,match su cognome+squadra,0.955,"nome completo -- titolarita' 52%, minuti giocati 37% del possibile",18,6.45,1,"nome completo -- 27 presenze, voto 6.45, baseline A 6.67"
Artem Dovbyk,Bologna,A,28,14,393,3,1,3.1,1.29,0,0,20,0.931,19,True,"match su cognome (squadra diversa, trasferimento presunto)",0.895,"nome completo -- titolarita' 21%, minuti giocati 12% del possibile",17,6.5,11,"cognome univoco -- 14 presenze, voto 6.50, baseline A 6.67"
Mota,Monza,A,,,,,,,,,,19,1.0,19,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,19,,19,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Gattuso,Lazio,A,,,,,,,,,,19,1.0,19,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,19,,19,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Grosso,Fiorentina,A,,,,,,,,,,19,1.0,19,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,19,,19,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
M'Bala Nzola,Fiorentina,A,28,14,473,1,1,1.85,0.41,1,0,20,0.896,18,True,"match su cognome (squadra diversa, trasferimento presunto)",1.0,cognome ambiguo (2 candidati),18,,18,nessun ricalcolo (nome ambiguo (3 omonimi)) -- resta il valore v4
Robinio Vaz,Roma,A,18,12,216,1,0,0.66,0,0,0,20,0.879,18,True,match su cognome+squadra,0.867,"nome completo -- titolarita' 0%, minuti giocati 6% del possibile",16,6.53,2,"cognome univoco -- 12 presenze, voto 6.53, baseline A 6.67"
Jayden Addai,Como,A,19,12,686,3,0,1.51,1.02,4,0,20,0.917,18,True,match su cognome+squadra,0.944,"nome completo -- titolarita' 58%, minuti giocati 20% del possibile",17,6.88,14,"cognome univoco -- 12 presenze, voto 6.88, baseline A 6.67"
Nicolas-Gerrit Kühn,Como,A,25,23,665,1,1,0.9,1.44,0,0,20,0.896,18,True,match su cognome+squadra,0.909,"nome completo -- titolarita' 26%, minuti giocati 19% del possibile",16,6.58,3,"cognome univoco -- 23 presenze, voto 6.58, baseline A 6.67"
Alieu Njie,Torino,A,20,15,299,1,1,1.21,0.16,2,0,20,0.889,18,True,match su cognome+squadra,0.884,"nome completo -- titolarita' 13%, minuti giocati 9% del possibile",16,6.67,4,"cognome univoco -- 15 presenze, voto 6.67, baseline A 6.67"
Adams,Venezia,A,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,18,,18,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Kvernadze,Frosinone,A,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,18,,18,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Romero,Parma,A,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,18,,18,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Abate,Torino,A,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,18,,18,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Aquilani,Sassuolo,A,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,18,,18,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Tedesco,Bologna,A,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,18,,18,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Petar Ratkov,Lazio,A,21,8,233,0,0,0.53,0.02,0,0,20,0.865,17,True,match su cognome+squadra,0.894,"nome completo -- titolarita' 25%, minuti giocati 7% del possibile",15,6.41,1,"cognome univoco -- 8 presenze, voto 6.41, baseline A 6.67"
Walid Cheddira,Napoli,A,27,16,221,1,0,0.78,0.09,1,0,19,0.88,17,True,"match su cognome (squadra diversa, trasferimento presunto)",1.0,cognome + squadra,17,,17,nessun ricalcolo (cognome ambiguo (3 candidati)) -- resta il valore v4
N’dri,Lecce,A,,,,,,,,,,17,1.0,17,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,17,,17,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
De Rossi,Genoa,A,,,,,,,,,,17,1.0,17,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),17,,17,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Runjaic,Udinese,A,,,,,,,,,,17,1.0,17,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,17,,17,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Cyril Ngonge,Napoli,A,25,20,994,1,1,2.76,0.56,2,0,18,0.907,16,True,"match su cognome (squadra diversa, trasferimento presunto)",0.951,"nome completo -- titolarita' 55%, minuti giocati 29% del possibile",15,6.69,5,"cognome univoco -- 20 presenze, voto 6.69, baseline A 6.67"
Álvaro Morata,Como,A,32,26,930,0,1,4.91,0.78,4,1,18,0.9,16,True,match su cognome+squadra,0.927,"nome completo -- titolarita' 35%, minuti giocati 27% del possibile",15,6.58,1,"cognome univoco -- 26 presenze, voto 6.58, baseline A 6.67"
Jacob Ondrejka,Parma,A,22,16,773,0,0,1.42,0.43,2,0,18,0.877,16,True,match su cognome+squadra,0.945,"nome completo -- titolarita' 56%, minuti giocati 23% del possibile",15,6.55,1,"cognome univoco -- 16 presenze, voto 6.55, baseline A 6.67"
Benjamín Domínguez,Sassuolo,A,21,15,547,0,3,0.65,0.26,1,0,18,0.89,16,True,"match su cognome (squadra diversa, trasferimento presunto)",0.92,"nome completo -- titolarita' 40%, minuti giocati 16% del possibile",15,6.51,1,"cognome univoco -- 15 presenze, voto 6.51, baseline A 6.67"
Zakaria Aboukhlal,Torino,A,25,15,511,0,0,0.41,0.6,4,0,18,0.869,16,True,match su cognome+squadra,0.919,"nome completo -- titolarita' 40%, minuti giocati 15% del possibile",15,6.64,1,"cognome univoco -- 15 presenze, voto 6.64, baseline A 6.67"
Geubbels,Lecce,A,,,,,,,,,,16,1.0,16,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,16,,16,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
